vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_location_id,dropoff_location_id,fare_amount
2,2019-02-14 11:28:32,2019-02-14 12:07:11,1,163,138,37.5
1,2019-02-02 14:18:41,2019-02-02 14:28:25,1,231,79,11.0
2,2019-02-03 10:16:21,2019-02-03 10:20:08,1,236,236,4.5
1,2019-02-02 22:09:23,2019-02-02 22:26:40,2,234,79,11.5
1,2019-02-02 19:55:56,2019-02-02 20:06:39,2,142,141,9.0
1,2019-02-05 09:54:01,2019-02-05 10:11:37,1,162,90,12.0
2,2019-02-09 16:23:08,2019-02-09 16:30:37,1,161,162,6.5
2,2019-02-15 20:27:00,2019-02-15 20:34:28,2,231,144,6.5
1,2019-02-14 06:28:29,2019-02-14 06:47:53,1,100,261,18.0
1,2019-02-04 20:33:03,2019-02-04 20:57:10,1,264,264,38.5
2,2019-02-28 07:01:07,2019-02-28 07:09:38,1,186,162,8.0
2,2019-02-07 09:35:16,2019-02-07 09:48:15,1,107,162,10.5
1,2019-02-22 13:43:53,2019-02-22 13:46:48,2,68,90,4.0
1,2019-02-07 17:27:35,2019-02-07 18:18:09,1,88,138,44.0
2,2019-02-14 06:49:28,2019-02-14 06:52:56,1,141,236,5.0
1,2019-02-27 08:26:48,2019-02-27 08:44:30,1,239,161,12.5
1,2019-02-08 09:08:40,2019-02-08 09:24:12,1,234,162,11.0
1,2019-02-06 00:24:51,2019-02-06 00:47:12,1,132,164,52.0
1,2019-02-13 21:52:44,2019-02-13 22:07:05,1,164,79,11.0
2,2019-02-14 14:47:37,2019-02-14 14:55:31,6,142,50,6.5
1,2019-02-20 12:20:10,2019-02-20 12:57:01,1,236,79,24.0
2,2019-02-21 14:14:08,2019-02-21 14:33:53,2,141,161,13.0
1,2019-02-23 03:30:38,2019-02-23 03:43:04,0,148,17,13.5
2,2019-02-08 14:02:40,2019-02-08 14:16:18,2,74,263,10.5
2,2019-02-18 01:45:32,2019-02-18 01:49:42,1,161,230,5.0
1,2019-02-08 20:38:33,2019-02-08 20:45:26,1,140,236,7.0
1,2019-02-04 11:30:03,2019-02-04 11:31:06,1,151,238,3.0
2,2019-02-04 10:59:08,2019-02-04 11:07:37,1,238,236,8.0
1,2019-02-01 16:15:13,2019-02-01 16:24:49,1,236,74,9.0
2,2019-02-22 11:32:35,2019-02-22 11:48:17,3,163,170,10.5
2,2019-02-02 20:00:47,2019-02-02 20:17:08,1,79,113,11.0
1,2019-02-08 17:39:17,2019-02-08 17:45:16,1,234,186,5.5
2,2019-02-11 07:33:49,2019-02-11 07:43:52,1,234,231,10.0
2,2019-02-04 21:18:17,2019-02-04 21:27:04,1,163,238,9.0
2,2019-02-27 10:36:09,2019-02-27 10:43:32,2,163,237,6.5
2,2019-02-22 19:40:11,2019-02-22 19:48:00,1,107,114,7.0
2,2019-02-28 17:05:24,2019-02-28 17:08:15,1,142,239,4.0
2,2019-02-05 07:11:17,2019-02-05 07:18:47,1,237,236,6.5
1,2019-02-19 10:41:23,2019-02-19 10:54:14,1,186,161,9.5
1,2019-02-06 20:11:12,2019-02-06 20:20:54,1,234,144,8.5
1,2019-02-02 14:37:35,2019-02-02 14:51:14,1,163,239,10.5
2,2019-02-26 22:05:09,2019-02-26 22:07:53,2,162,162,4.0
1,2019-02-20 22:13:33,2019-02-20 22:24:24,1,43,140,9.0
2,2019-02-27 20:53:10,2019-02-27 21:22:02,1,186,25,22.0
1,2019-02-08 19:39:15,2019-02-08 20:12:34,3,170,151,25.5
1,2019-02-21 22:26:54,2019-02-21 22:30:24,1,48,143,5.0
2,2019-02-19 09:04:34,2019-02-19 09:39:59,1,88,161,26.5
2,2019-02-13 12:26:31,2019-02-13 12:39:34,1,107,209,14.0
2,2019-02-25 19:12:24,2019-02-25 19:33:27,2,246,140,16.0
2,2019-02-27 18:26:54,2019-02-27 18:30:46,1,161,230,4.5
1,2019-02-14 19:34:57,2019-02-14 19:46:47,2,68,231,10.5
1,2019-02-05 12:13:09,2019-02-05 12:15:44,1,238,238,4.0
2,2019-02-20 18:19:01,2019-02-20 18:19:05,1,236,236,2.5
2,2019-02-19 17:50:01,2019-02-19 18:02:52,2,148,137,10.5
1,2019-02-21 09:41:25,2019-02-21 09:47:57,1,238,143,6.0
2,2019-02-06 20:46:45,2019-02-06 20:46:49,1,79,79,2.5
2,2019-02-15 00:19:08,2019-02-15 00:52:34,4,211,255,22.5
2,2019-02-25 15:56:44,2019-02-25 16:08:56,5,239,236,9.5
1,2019-02-27 19:29:11,2019-02-27 20:09:29,1,230,181,33.0
2,2019-02-19 01:18:45,2019-02-19 01:24:13,2,4,107,6.0
2,2019-02-18 18:39:05,2019-02-18 18:46:21,6,162,170,7.0
1,2019-02-15 13:36:58,2019-02-15 13:46:20,1,186,68,7.0
1,2019-02-02 02:00:22,2019-02-02 02:13:06,1,158,137,10.0
2,2019-02-09 13:51:15,2019-02-09 14:00:43,3,141,43,8.5
1,2019-02-19 15:57:30,2019-02-19 16:29:26,2,138,256,30.0
2,2019-02-19 15:54:19,2019-02-19 15:59:28,1,229,170,6.0
2,2019-02-11 17:19:25,2019-02-11 17:57:30,5,68,133,32.0
2,2019-02-14 16:21:10,2019-02-14 16:26:51,1,263,263,6.0
2,2019-02-23 14:24:50,2019-02-23 14:45:58,2,261,100,17.5
2,2019-02-26 08:38:07,2019-02-26 08:43:28,1,262,236,5.5
2,2019-02-04 12:08:08,2019-02-04 12:22:53,2,234,100,11.0
2,2019-02-28 22:24:20,2019-02-28 22:26:36,1,52,33,3.5
2,2019-02-22 17:45:36,2019-02-22 17:52:58,3,163,141,6.5
2,2019-02-15 11:37:05,2019-02-15 11:45:06,1,246,48,6.5
2,2019-02-28 08:47:50,2019-02-28 08:57:47,1,141,163,7.5
2,2019-02-08 16:08:29,2019-02-08 16:19:11,1,237,162,8.5
1,2019-02-15 22:41:43,2019-02-15 22:48:14,1,114,125,8.0
1,2019-02-16 21:05:39,2019-02-16 21:41:38,2,132,164,52.0
1,2019-02-19 12:00:05,2019-02-19 12:15:15,3,230,237,11.5
1,2019-02-24 17:15:01,2019-02-24 17:36:10,1,140,243,25.5
2,2019-02-18 00:42:20,2019-02-18 00:55:39,1,48,170,10.5
2,2019-02-23 23:02:14,2019-02-23 23:35:20,5,79,37,23.0
1,2019-02-21 00:18:54,2019-02-21 00:28:51,1,230,158,10.0
2,2019-02-21 21:58:02,2019-02-21 22:09:12,1,142,50,9.0
1,2019-02-27 19:11:57,2019-02-27 19:25:54,2,164,142,10.5
2,2019-02-18 12:28:06,2019-02-18 12:33:03,1,162,237,5.5
2,2019-02-03 12:00:29,2019-02-03 12:21:01,1,142,114,15.0
1,2019-02-23 19:22:37,2019-02-23 19:29:06,2,41,42,7.0
2,2019-02-16 14:35:56,2019-02-16 14:47:00,1,48,239,9.0
2,2019-02-18 11:18:02,2019-02-18 11:27:30,1,234,211,8.5
2,2019-02-09 07:53:39,2019-02-09 08:02:29,3,107,186,8.0
2,2019-02-23 15:26:22,2019-02-23 15:34:01,6,142,230,7.0
2,2019-02-17 16:35:18,2019-02-17 16:47:52,1,170,186,9.0
1,2019-02-17 00:58:54,2019-02-17 01:11:55,1,100,114,11.5
2,2019-02-14 12:03:06,2019-02-14 12:11:48,6,141,262,7.5
1,2019-02-08 21:40:26,2019-02-08 21:55:17,1,144,45,10.5
2,2019-02-23 21:01:02,2019-02-23 21:03:42,1,90,234,4.0
1,2019-02-26 07:58:12,2019-02-26 08:40:56,1,138,33,35.0
2,2019-02-26 16:13:03,2019-02-26 16:25:23,1,162,263,10.0
2,2019-02-04 17:18:36,2019-02-04 17:29:37,1,107,229,9.5
2,2019-02-06 22:58:36,2019-02-06 23:07:06,2,113,4,8.0
2,2019-02-24 18:31:37,2019-02-24 18:53:26,1,231,181,16.0
2,2019-02-23 00:24:53,2019-02-23 00:27:05,1,141,229,4.5
2,2019-02-19 10:35:01,2019-02-19 11:04:08,5,230,231,19.5
2,2019-02-27 10:25:34,2019-02-27 10:31:30,1,236,236,5.0
2,2019-02-21 20:58:25,2019-02-21 21:06:48,2,237,237,7.0
2,2019-02-23 10:21:34,2019-02-23 10:26:52,2,224,234,5.5
2,2019-02-01 21:19:55,2019-02-01 21:33:43,1,249,113,10.0
2,2019-02-21 15:57:01,2019-02-21 16:01:52,1,48,164,5.0
2,2019-02-04 20:42:39,2019-02-04 20:57:29,1,229,238,13.5
1,2019-02-10 15:28:01,2019-02-10 15:38:58,2,161,186,8.5
2,2019-02-13 18:13:13,2019-02-13 18:37:05,1,140,129,20.5
2,2019-02-16 11:40:50,2019-02-16 11:54:11,1,246,164,9.5
1,2019-02-08 08:40:38,2019-02-08 10:53:11,1,162,1,115.5
1,2019-02-13 09:13:57,2019-02-13 09:26:35,0,230,68,10.0
2,2019-02-12 22:45:40,2019-02-12 22:53:34,1,162,79,9.0
1,2019-02-08 13:10:41,2019-02-08 13:18:09,1,142,237,7.0
2,2019-02-26 10:31:05,2019-02-26 10:43:16,1,161,186,9.0
1,2019-02-02 14:51:51,2019-02-02 15:01:44,2,142,170,8.0
1,2019-02-25 18:24:33,2019-02-25 18:32:09,1,143,163,7.0
2,2019-02-10 00:54:04,2019-02-10 01:04:54,4,125,234,9.5
2,2019-02-07 21:11:20,2019-02-07 21:28:03,1,100,13,15.0
2,2019-02-22 20:08:22,2019-02-22 20:27:39,1,79,249,13.0
2,2019-02-22 17:55:14,2019-02-22 18:02:49,1,237,142,7.5
2,2019-02-21 07:22:19,2019-02-21 08:09:26,1,28,206,72.0
1,2019-02-03 10:38:46,2019-02-03 10:44:40,1,142,50,6.0
2,2019-02-15 21:59:49,2019-02-15 22:12:40,3,68,107,9.5
2,2019-02-20 07:49:37,2019-02-20 08:02:47,4,142,68,10.5
2,2019-02-08 09:04:05,2019-02-08 09:22:18,1,163,140,12.0
1,2019-02-09 14:01:46,2019-02-09 14:18:14,1,237,50,11.5
2,2019-02-19 12:29:02,2019-02-19 12:40:48,1,239,48,9.5
1,2019-02-04 19:33:18,2019-02-04 19:40:44,1,87,231,6.5
2,2019-02-04 17:28:11,2019-02-04 18:20:56,2,229,132,52.0
2,2019-02-01 23:49:26,2019-02-02 00:06:03,5,24,142,13.0
2,2019-02-04 19:16:35,2019-02-04 19:22:04,1,48,246,5.5
2,2019-02-01 09:05:12,2019-02-01 09:15:05,1,238,166,8.0
2,2019-02-02 22:58:46,2019-02-02 23:14:45,2,79,232,11.0
2,2019-02-10 13:23:49,2019-02-10 13:38:44,5,142,230,10.5
1,2019-02-14 22:50:45,2019-02-14 23:01:22,1,234,170,8.5
2,2019-02-20 05:59:52,2019-02-20 06:04:20,1,141,163,5.5
2,2019-02-23 17:10:06,2019-02-23 17:19:00,1,4,79,7.5
2,2019-02-14 22:58:18,2019-02-14 23:09:49,5,186,143,10.0
2,2019-02-03 01:34:27,2019-02-03 01:34:36,1,249,249,10.8
1,2019-02-28 04:57:01,2019-02-28 05:17:49,1,230,153,32.5
2,2019-02-27 22:04:01,2019-02-27 22:13:28,1,107,232,8.5
2,2019-02-05 23:24:32,2019-02-05 23:31:53,1,48,164,7.0
1,2019-02-09 19:17:13,2019-02-09 19:20:29,1,161,162,4.0
1,2019-02-02 11:53:42,2019-02-02 12:18:51,2,231,230,17.5
1,2019-02-22 23:16:57,2019-02-22 23:42:19,1,68,226,20.5
1,2019-02-23 12:22:51,2019-02-23 12:38:08,1,113,170,11.5
1,2019-02-22 10:56:33,2019-02-22 11:04:35,1,50,50,7.0
2,2019-02-11 16:20:51,2019-02-11 16:35:41,1,144,97,11.5
1,2019-02-27 12:41:45,2019-02-27 12:49:58,1,170,48,6.5
1,2019-02-12 09:28:41,2019-02-12 09:38:29,1,246,234,8.0
1,2019-02-06 22:52:26,2019-02-06 23:18:46,1,50,256,21.5
1,2019-02-15 19:09:03,2019-02-15 19:20:18,1,233,230,8.5
1,2019-02-04 05:58:52,2019-02-04 06:00:58,1,50,239,5.0
2,2019-02-24 15:21:26,2019-02-24 15:53:11,1,138,265,50.0
1,2019-02-17 02:54:02,2019-02-17 03:07:14,0,158,148,11.5
2,2019-02-02 08:29:12,2019-02-02 08:32:30,1,249,234,5.0
2,2019-02-01 16:33:40,2019-02-01 16:36:06,2,170,162,3.5
2,2019-02-04 08:25:38,2019-02-04 08:25:45,2,211,211,2.5
2,2019-02-19 16:07:12,2019-02-19 16:14:01,1,234,113,-6.0
2,2019-02-02 11:15:37,2019-02-02 11:24:36,1,237,237,7.5
2,2019-02-25 18:08:43,2019-02-25 19:06:24,1,163,132,52.0
2,2019-02-26 23:00:59,2019-02-26 23:21:16,6,50,263,17.0
2,2019-02-09 11:09:47,2019-02-09 11:15:00,2,50,143,6.0
1,2019-02-14 21:16:10,2019-02-14 21:34:39,1,48,113,12.5
2,2019-02-20 11:40:39,2019-02-20 11:52:15,1,100,68,8.0
1,2019-02-09 23:21:42,2019-02-09 23:42:43,0,79,66,15.5
1,2019-02-20 20:14:12,2019-02-20 20:23:51,2,161,236,9.5
1,2019-02-08 15:32:56,2019-02-08 15:42:21,2,43,237,7.5
2,2019-02-10 14:00:35,2019-02-10 14:10:16,1,113,107,7.5
1,2019-02-05 16:20:12,2019-02-05 16:29:22,2,142,143,7.5
2,2019-02-08 18:15:13,2019-02-08 18:20:40,1,142,43,6.5
2,2019-02-12 05:51:39,2019-02-12 05:53:38,1,229,141,4.0
1,2019-02-17 08:55:41,2019-02-17 09:01:59,2,224,68,7.5
2,2019-02-15 14:19:38,2019-02-15 14:27:42,3,262,236,7.0
1,2019-02-08 08:36:05,2019-02-08 08:39:36,1,230,230,4.5
2,2019-02-20 23:07:59,2019-02-20 23:15:00,1,261,87,7.0
2,2019-02-05 10:06:10,2019-02-05 10:16:40,6,142,230,8.0
2,2019-02-22 06:36:09,2019-02-22 07:14:41,2,132,174,63.5
2,2019-02-03 14:09:16,2019-02-03 14:19:55,2,237,238,10.0
1,2019-02-11 00:05:50,2019-02-11 00:46:27,1,48,48,28.5
1,2019-02-04 07:40:25,2019-02-04 07:50:06,1,236,262,7.5
1,2019-02-15 13:56:18,2019-02-15 14:10:19,1,158,255,10.0
2,2019-02-28 20:27:45,2019-02-28 20:46:36,1,229,24,16.0
1,2019-02-23 17:33:42,2019-02-23 17:43:30,1,249,234,7.5
2,2019-02-22 18:49:56,2019-02-22 19:09:28,2,132,135,20.0
1,2019-02-28 22:50:11,2019-02-28 22:59:51,1,233,262,9.5
1,2019-02-03 15:32:11,2019-02-03 15:39:31,1,239,142,7.0
2,2019-02-16 09:39:48,2019-02-16 09:58:44,1,138,136,31.5
1,2019-02-08 18:32:16,2019-02-08 18:39:01,0,143,50,6.0
1,2019-02-21 13:30:51,2019-02-21 13:46:20,3,170,79,11.5
2,2019-02-13 18:34:46,2019-02-13 18:39:09,1,236,236,5.0
2,2019-02-28 11:21:08,2019-02-28 11:38:44,1,229,100,12.0
2,2019-02-09 09:03:05,2019-02-09 09:12:29,1,186,170,7.0
1,2019-02-11 12:11:20,2019-02-11 12:20:00,1,237,161,7.5
1,2019-02-02 14:41:06,2019-02-02 15:16:38,1,158,226,27.0
2,2019-02-10 21:51:47,2019-02-10 21:58:07,1,164,161,6.5
2,2019-02-14 12:49:57,2019-02-14 13:03:51,1,97,61,10.5
1,2019-02-02 19:40:19,2019-02-02 19:56:14,1,249,246,12.0
2,2019-02-14 18:27:58,2019-02-14 18:32:32,4,238,238,5.0
2,2019-02-05 21:51:19,2019-02-05 21:56:49,1,166,41,6.0
1,2019-02-17 12:43:05,2019-02-17 12:59:09,3,186,161,11.5
1,2019-02-19 21:27:08,2019-02-19 21:45:28,1,138,100,26.0
2,2019-02-09 23:47:26,2019-02-10 00:00:00,1,88,107,15.5
2,2019-02-09 23:51:20,2019-02-10 00:07:51,1,239,233,14.0
2,2019-02-26 18:59:09,2019-02-26 19:06:50,1,142,161,6.5
1,2019-02-11 13:32:18,2019-02-11 13:51:50,1,13,90,16.5
1,2019-02-17 19:37:27,2019-02-17 19:42:31,1,100,50,5.5
1,2019-02-06 17:29:36,2019-02-06 17:52:09,1,163,234,14.5
1,2019-02-06 14:09:30,2019-02-06 14:23:29,1,68,142,10.5
1,2019-02-15 05:59:30,2019-02-15 06:05:31,1,79,229,8.5
2,2019-02-17 21:17:53,2019-02-17 21:38:15,2,148,50,16.5
2,2019-02-07 08:22:45,2019-02-07 08:32:45,3,141,233,7.5
2,2019-02-09 09:09:09,2019-02-09 09:19:08,1,238,43,10.0
1,2019-02-15 10:02:45,2019-02-15 10:08:03,1,237,236,5.0
1,2019-02-04 21:07:27,2019-02-04 21:22:11,1,142,234,11.5
1,2019-02-08 15:22:57,2019-02-08 15:35:58,1,186,162,10.0
2,2019-02-10 03:10:19,2019-02-10 03:20:23,1,263,163,10.5
2,2019-02-13 13:53:30,2019-02-13 13:58:44,2,237,236,5.0
2,2019-02-02 11:27:40,2019-02-02 11:31:05,0,238,239,4.5
2,2019-02-16 10:01:45,2019-02-16 10:08:01,0,230,161,6.0
1,2019-02-21 21:32:28,2019-02-21 21:39:05,0,79,249,6.0
2,2019-02-21 18:32:31,2019-02-21 19:04:28,0,50,146,22.0
2,2019-02-05 08:13:01,2019-02-05 08:22:38,0,107,170,8.0
2,2019-02-19 01:14:08,2019-02-19 01:18:06,0,164,100,5.0
1,2019-02-26 21:48:13,2019-02-26 22:03:39,0,234,50,14.0
2,2019-02-09 22:13:44,2019-02-09 22:16:24,0,234,170,4.0
1,2019-02-11 07:14:02,2019-02-11 07:30:27,0,264,113,13.5
1,2019-02-04 18:12:13,2019-02-04 18:21:30,0,170,113,7.5
1,2019-02-13 09:01:58,2019-02-13 09:31:49,0,75,88,27.0
1,2019-02-19 21:48:19,2019-02-19 21:54:32,0,186,163,6.5
1,2019-02-13 11:49:12,2019-02-13 12:02:22,0,170,113,10.0
1,2019-02-05 13:08:45,2019-02-05 13:27:01,0,164,237,12.5
2,2019-02-05 15:07:41,2019-02-05 15:13:30,0,229,161,5.5
1,2019-02-18 17:39:19,2019-02-18 17:50:35,0,161,234,9.5
2,2019-02-03 22:42:39,2019-02-03 22:52:13,0,137,79,7.5
2,2019-02-16 23:02:51,2019-02-16 23:13:42,0,230,239,10.0
2,2019-02-22 11:31:20,2019-02-22 11:49:49,0,231,186,14.5
2,2019-02-10 01:11:45,2019-02-10 01:14:28,0,107,137,4.0
1,2019-02-27 22:37:23,2019-02-27 22:59:08,0,90,229,15.5
2,2019-02-21 21:50:32,2019-02-21 22:14:33,0,142,261,20.5
1,2019-02-24 00:21:43,2019-02-24 00:42:03,0,163,7,17.5
2,2019-02-28 06:03:17,2019-02-28 06:11:27,0,158,231,8.0
2,2019-02-07 08:01:47,2019-02-07 08:31:49,0,43,137,20.0
1,2019-02-16 14:57:58,2019-02-16 15:21:00,0,162,79,18.0
2,2019-02-22 15:52:59,2019-02-22 16:13:02,0,43,246,17.0
2,2019-02-23 20:53:49,2019-02-23 21:24:59,0,170,144,22.0
1,2019-02-25 18:02:58,2019-02-25 18:13:10,0,162,170,7.5
2,2019-02-24 00:41:17,2019-02-24 00:58:58,0,234,238,19.0
1,2019-02-03 13:00:58,2019-02-03 13:21:11,0,162,49,24.0
2,2019-02-23 13:42:29,2019-02-23 14:01:47,0,90,48,12.5
2,2019-02-14 12:01:07,2019-02-14 12:21:08,0,164,68,13.0
2,2019-02-08 18:13:17,2019-02-08 18:21:11,0,162,263,7.5
2,2019-02-20 02:24:00,2019-02-20 02:41:02,0,88,228,21.0
1,2019-02-23 17:40:31,2019-02-23 17:45:49,0,237,263,6.0
2,2019-02-21 09:53:07,2019-02-21 09:57:02,0,50,143,5.0
2,2019-02-02 18:32:01,2019-02-02 18:39:28,0,114,249,6.0
1,2019-02-24 14:13:26,2019-02-24 14:19:42,0,236,142,7.0
2,2019-02-26 16:39:35,2019-02-26 17:10:07,0,138,234,30.0
1,2019-02-26 06:47:23,2019-02-26 07:12:18,0,87,163,22.0
2,2019-02-17 12:48:28,2019-02-17 12:55:10,0,234,186,5.5
2,2019-02-18 11:32:41,2019-02-18 11:38:26,0,25,40,6.0
1,2019-02-28 17:59:40,2019-02-28 18:06:49,0,186,100,6.0
2,2019-02-26 12:14:41,2019-02-26 12:20:44,0,170,170,6.0
2,2019-02-13 14:05:52,2019-02-13 14:23:02,0,90,231,13.5
2,2019-02-03 08:22:19,2019-02-03 08:22:55,0,193,193,0.0
1,2019-02-22 16:52:17,2019-02-22 16:55:53,0,107,170,5.0
1,2019-02-18 22:25:30,2019-02-18 22:36:05,0,100,236,11.0
1,2019-02-21 12:57:49,2019-02-21 13:13:42,0,161,141,11.0
2,2019-02-02 11:04:40,2019-02-02 11:08:54,0,113,113,5.0
1,2019-02-21 14:12:24,2019-02-21 14:23:42,0,263,239,9.0
2,2019-02-26 14:37:28,2019-02-26 14:48:54,0,237,236,10.0
2,2019-02-14 07:32:14,2019-02-14 07:35:19,0,78,78,4.0
2,2019-02-28 22:00:51,2019-02-28 22:27:49,0,141,137,17.5
1,2019-02-10 13:49:30,2019-02-10 13:55:31,0,239,151,6.5
1,2019-02-11 10:13:28,2019-02-11 10:34:55,0,75,211,23.5
2,2019-02-22 20:59:36,2019-02-22 21:09:26,1,142,140,8.5
1,2019-02-07 17:40:33,2019-02-07 17:57:06,1,186,211,12.0
2,2019-02-12 21:46:41,2019-02-12 21:52:51,1,231,231,6.0
1,2019-02-02 16:46:12,2019-02-02 16:54:32,1,236,151,8.0
2,2019-02-16 19:20:25,2019-02-16 19:38:55,1,236,230,13.0
2,2019-02-21 17:04:43,2019-02-21 17:15:19,1,68,234,8.5
1,2019-02-04 17:04:34,2019-02-04 17:26:52,1,164,112,18.0
2,2019-02-02 19:24:04,2019-02-02 19:37:02,1,142,236,10.5
2,2019-02-06 12:07:11,2019-02-06 12:09:56,1,140,262,4.0
2,2019-02-06 17:59:40,2019-02-06 18:22:13,4,249,161,14.5
1,2019-02-25 21:18:21,2019-02-25 21:36:55,1,144,262,17.5
2,2019-02-06 21:00:28,2019-02-06 21:12:27,1,162,107,10.0
2,2019-02-20 20:50:10,2019-02-20 21:01:57,1,107,262,11.5
2,2019-02-18 19:57:01,2019-02-18 20:07:16,2,100,48,8.5
1,2019-02-27 17:33:19,2019-02-27 17:55:49,1,237,137,15.0
2,2019-02-13 22:25:40,2019-02-13 22:36:59,1,48,233,9.0
2,2019-02-27 23:16:29,2019-02-27 23:27:08,1,114,68,7.0
1,2019-02-23 01:15:00,2019-02-23 01:19:04,1,233,162,5.0
2,2019-02-21 22:10:59,2019-02-21 22:22:44,1,230,143,10.0
2,2019-02-17 13:47:26,2019-02-17 13:56:24,2,246,100,7.0
2,2019-02-05 18:55:29,2019-02-05 19:00:35,2,244,116,5.5
2,2019-02-25 15:58:36,2019-02-25 16:01:29,1,107,170,4.5
1,2019-02-14 22:59:03,2019-02-14 23:04:27,2,113,234,5.5
2,2019-02-24 19:04:37,2019-02-24 19:14:42,1,246,230,8.0
1,2019-02-21 18:40:42,2019-02-21 18:54:08,1,90,48,10.0
1,2019-02-01 14:58:16,2019-02-01 15:06:47,1,234,164,7.0
1,2019-02-09 10:43:44,2019-02-09 10:54:10,4,236,238,8.95
2,2019-02-24 05:44:00,2019-02-24 05:54:56,1,262,107,13.0
2,2019-02-11 09:52:32,2019-02-11 09:56:21,1,237,236,4.5
1,2019-02-17 15:42:00,2019-02-17 15:46:33,3,43,163,5.5
2,2019-02-03 16:33:31,2019-02-03 16:50:10,1,233,249,12.5
2,2019-02-23 17:19:59,2019-02-23 17:32:37,5,211,158,9.5
1,2019-02-11 07:31:22,2019-02-11 07:42:28,1,113,162,10.5
1,2019-02-22 16:44:03,2019-02-22 17:02:19,1,113,255,15.0
2,2019-02-22 21:19:57,2019-02-22 21:37:23,3,230,13,17.0
2,2019-02-24 21:52:19,2019-02-24 22:00:47,1,114,87,8.5
1,2019-02-23 22:44:11,2019-02-23 22:47:56,0,186,90,4.5
2,2019-02-02 13:28:08,2019-02-02 14:04:02,6,79,7,28.5
1,2019-02-21 15:15:49,2019-02-21 15:28:58,0,246,239,12.0
2,2019-02-25 19:09:38,2019-02-25 19:39:17,3,138,230,32.0
2,2019-02-08 14:51:16,2019-02-08 15:09:01,1,186,231,12.5
1,2019-02-26 20:34:36,2019-02-26 20:39:21,1,170,137,5.0
1,2019-02-27 13:11:34,2019-02-27 13:27:46,0,90,68,11.0
1,2019-02-04 15:39:41,2019-02-04 15:44:26,2,107,137,5.0
2,2019-02-10 12:03:22,2019-02-10 12:19:39,1,231,170,17.5
1,2019-02-09 20:15:46,2019-02-09 20:36:46,4,144,140,20.5
2,2019-02-12 00:02:21,2019-02-12 00:05:49,2,237,237,4.0
2,2019-02-25 22:35:11,2019-02-25 22:49:50,1,261,143,17.0
1,2019-02-24 17:19:13,2019-02-24 17:26:00,1,239,142,6.5
1,2019-02-10 10:51:15,2019-02-10 10:55:07,1,170,107,5.0
2,2019-02-05 08:16:11,2019-02-05 08:30:33,2,236,43,11.0
2,2019-02-10 20:58:19,2019-02-10 21:08:31,4,68,163,8.0
2,2019-02-27 09:32:23,2019-02-27 10:01:23,1,239,170,18.5
1,2019-02-15 13:40:09,2019-02-15 13:53:30,1,234,233,10.0
1,2019-02-13 17:45:06,2019-02-13 18:37:04,2,138,90,44.0
2,2019-02-02 15:48:21,2019-02-02 16:02:30,2,186,125,10.5
2,2019-02-09 16:32:53,2019-02-09 16:58:02,5,164,43,18.0
2,2019-02-24 20:58:52,2019-02-24 21:09:09,1,186,233,8.5
1,2019-02-25 21:03:25,2019-02-25 21:14:41,2,230,238,13.0
1,2019-02-09 14:44:33,2019-02-09 14:51:57,1,142,239,6.5
2,2019-02-01 07:06:03,2019-02-01 07:23:07,6,229,143,12.5
2,2019-02-19 06:23:48,2019-02-19 07:10:15,1,132,234,52.0
2,2019-02-02 17:06:56,2019-02-02 17:26:53,1,107,43,16.5
2,2019-02-23 01:12:43,2019-02-23 01:20:18,1,148,79,7.0
2,2019-02-19 16:58:14,2019-02-19 17:11:38,3,68,114,9.5
2,2019-02-07 23:48:41,2019-02-08 00:02:51,1,170,114,11.0
2,2019-02-22 09:16:42,2019-02-22 09:45:01,1,229,75,18.0
2,2019-02-17 11:45:22,2019-02-17 11:50:22,1,238,143,5.5
2,2019-02-27 15:55:30,2019-02-27 16:08:38,1,162,186,9.5
2,2019-02-19 20:13:07,2019-02-19 20:35:54,4,100,114,16.0
1,2019-02-20 21:54:34,2019-02-20 22:03:42,2,237,263,8.5
2,2019-02-11 17:55:35,2019-02-11 18:18:33,3,164,234,15.5
2,2019-02-27 21:59:00,2019-02-27 22:05:40,1,129,129,7.0
1,2019-02-27 14:51:09,2019-02-27 14:59:17,1,230,162,6.5
2,2019-02-18 00:34:18,2019-02-18 00:40:52,3,234,137,6.5
2,2019-02-24 19:09:54,2019-02-24 19:21:18,5,48,186,8.5
1,2019-02-02 17:11:05,2019-02-02 17:59:07,2,132,256,50.5
2,2019-02-19 21:08:49,2019-02-19 21:12:41,1,170,100,4.5
2,2019-02-17 14:11:10,2019-02-17 14:23:54,1,230,68,9.0
1,2019-02-24 18:59:13,2019-02-24 19:13:57,1,186,230,10.0
1,2019-02-03 19:02:59,2019-02-03 19:07:42,1,230,48,5.0
2,2019-02-10 09:14:09,2019-02-10 09:18:21,1,162,234,5.5
2,2019-02-26 13:18:16,2019-02-26 13:24:35,2,239,238,7.0
2,2019-02-26 11:56:12,2019-02-26 12:18:44,1,234,163,14.0
2,2019-02-16 13:01:29,2019-02-16 13:18:48,5,186,237,13.5
1,2019-02-08 21:31:38,2019-02-08 21:39:13,2,158,90,6.5
1,2019-02-02 16:59:46,2019-02-02 17:28:30,1,75,230,20.0
2,2019-02-11 14:12:39,2019-02-11 14:23:06,1,50,161,8.5
